0,0,1.1,1.1
-0.383936999,-0.103208473,1.1,1.1
-0.76787535,-0.206411695,1.1,1.1
-1.151814019,-0.309611257,1.1,1.1
-1.535752211,-0.41280907,1.1,1.1
-1.91968913,-0.516006723,1.1,1.1
-2.303623742,-0.619205967,1.1,1.1
-2.687555331,-0.722408632,1.1,1.1
-3.071483021,-0.825616309,1.1,1.1
-3.455406018,-0.92883051,1.1,1.1
-3.83932448,-1.032051235,1.1,1.1
-4.223238646,-1.135278244,1.1,1.1
-4.607148595,-1.23851138,1.1,1.1
-4.991054566,-1.341750482,1.1,1.1
-5.374956799,-1.444995312,1.1,1.1
-5.758855531,-1.548245552,1.1,1.1
-6.142750921,-1.651501202,1.1,1.1
-6.526643129,-1.754761864,1.1,1.1
-6.910532394,-1.858027458,1.1,1.1
-7.294418954,-1.961297747,1.1,1.1
-7.678302967,-2.06457257,1.1,1.1
-8.062184674,-2.167851689,1.1,1.1
-8.446064233,-2.271134786,1.1,1.1
-8.829941803,-2.374421861,1.1,1.1
-9.213817781,-2.477712595,1.1,1.1
-9.597692169,-2.581006751,1.1,1.1
-9.981565204,-2.684304247,1.1,1.1
-10.3654372,-2.787604767,1.1,1.1
-10.74930825,-2.890908151,1.1,1.1
-11.13317858,-2.99421424,1.1,1.1
-11.51704843,-3.097522715,1.1,1.1
-11.90091797,-3.200833498,1.1,1.1
-12.28478742,-3.30414627,1.1,1.1
-12.66865704,-3.407460951,1.1,1.1
-13.05252689,-3.510777223,1.1,1.1
-13.43639722,-3.614094927,1.1,1.1
-13.82026835,-3.717413904,1.1,1.1
-14.20414035,-3.820733836,1.1,1.1
-14.58801346,-3.924054643,1.1,1.1
-14.97188793,-4.027376086,1.1,1.1
-15.35576383,-4.130697927,1.1,1.1
-15.73964156,-4.234020007,1.1,1.1
-16.12352119,-4.337342086,1.1,1.1
-16.50740298,-4.440663927,1.1,1.1
-16.89128707,-4.543985371,1.1,1.1
-17.27517371,-4.647306257,1.1,1.1
-17.65906306,-4.750626348,1.1,1.1
-18.04295542,-4.853945404,1.1,1.1
-18.42685089,-4.957263268,1.1,1.1
-18.81074971,-5.060579619,1.1,1.1
-19.1946521,-5.163894459,1.1,1.1
-19.57855823,-5.26720747,1.1,1.1
-19.96246834,-5.370518412,1.1,1.1
-20.34638258,-5.473827126,1.1,1.1
-20.7303012,-5.577133374,1.1,1.1
-21.11422436,-5.680437076,1.1,1.1
-21.49815229,-5.783737834,1.1,1.1
-21.88208523,-5.887035649,1.1,1.1
-22.26602334,-5.990330123,1.1,1.1
-22.64996686,-6.093621176,1.1,1.1
-23.03391596,-6.196908569,1.1,1.1
-23.41787077,-6.300192143,1.1,1.1
-23.80183164,-6.40347158,1.1,1.1
-24.18579752,-6.506746562,1.1,1.1
-24.56976316,-6.610015657,1.1,1.1
-24.95372211,-6.713277354,1.1,1.1
-25.33766802,-6.81652998,1.1,1.1
-25.72159452,-6.919772106,1.1,1.1
-26.10549516,-7.023002059,1.1,1.1
-26.48936374,-7.126218249,1.1,1.1
-26.87319374,-7.229419243,1.1,1.1
-27.25697878,-7.332603372,1.1,1.1
-27.64071259,-7.435769043,1.1,1.1
-28.02438864,-7.538914666,1.1,1.1
-28.40800073,-7.642038809,1.1,1.1
-28.79154241,-7.7451398,1.1,1.1
-29.17500939,-7.848217323,1.1,1.1
-29.55847653,-7.951318474,1.1,1.1
-29.94211957,-8.054550734,1.1,1.1
-30.32612077,-8.158025324,1.1,1.1
-30.71066248,-8.261853702,1.1,1.1
-31.09592688,-8.366147169,1.1,1.1
-31.48209624,-8.471017103,1.1,1.1
-31.86905058,-8.576336851,1.1,1.1
-32.25220172,-8.678462955,1.1,1.1
-32.62487206,-8.772384221,1.1,1.1
-32.99993594,-8.872591896,1.1,1.1
-33.39688579,-8.994200872,1.1,1.1
-33.80199433,-9.095399187,1.1,1.1
-34.19315706,-9.120088009,1.1,1.1
-34.55016524,-9.020283527,1.1,1.1
-34.86645807,-8.806431215,1.1,1.1
-35.1414535,-8.514571756,1.1,1.1
-35.37462281,-8.180804786,1.1,1.1
-35.57047455,-7.832287054,1.1,1.1
-35.7443381,-7.476964363,1.1,1.1
-35.91294454,-7.120294141,1.1,1.1
-36.08998296,-6.766799105,1.1,1.1
-36.27739445,-6.417391691,1.1,1.1
-36.47428401,-6.072112791,1.1,1.1
-36.67975685,-5.731003297,1.1,1.1
-36.8929179,-5.39410418,1.1,1.1
-37.11287237,-5.061456254,1.1,1.1
-37.33872477,-4.733099058,1.1,1.1
-37.56950014,-4.408787001,1.1,1.1
-37.80404904,-4.087652278,1.1,1.1
-38.04119944,-3.768745221,1.1,1.1
-38.27977892,-3.451116004,1.1,1.1
-38.51861537,-3.133814878,1.1,1.1
-38.75653652,-2.815892097,1.1,1.1
-38.99238856,-2.49641247,1.1,1.1
-39.22571507,-2.17499548,1.1,1.1
-39.45695696,-1.851973832,1.1,1.1
-39.68661416,-1.527727091,1.1,1.1
-39.91518653,-1.20263506,1.1,1.1
-40.14317391,-0.877077383,1.1,1.1
-40.37107625,-0.551433627,1.1,1.1
-40.59930604,-0.226017402,1.1,1.1
-40.82792646,0.09912276,1.1,1.1
-41.05691332,0.424004444,1.1,1.1
-41.28624242,0.74864515,1.1,1.1
-41.5158896,1.07306246,1.1,1.1
-41.74583066,1.397273958,1.1,1.1
-41.97604149,1.721297225,1.1,1.1
-42.20649784,2.045149763,1.1,1.1
-42.43717551,2.368849234,1.1,1.1
-42.66805041,2.692413141,1.1,1.1
-42.89909826,3.015859065,1.1,1.1
-43.13029496,3.339204588,1.1,1.1
-43.36161624,3.662467213,1.1,1.1
-43.59303801,3.985664602,1.1,1.1
-43.82453599,4.308814337,1.1,1.1
-44.05608601,4.63193384,1.1,1.1
-44.28766402,4.955040773,1.1,1.1
-44.5192457,5.278152718,1.1,1.1
-44.75080693,5.601287257,1.1,1.1
-44.98232352,5.924461892,1.1,1.1
-45.21377123,6.247694207,1.1,1.1
-45.44512601,6.571001782,1.1,1.1
-45.67636352,6.894402199,1.1,1.1
-45.90745966,7.217912962,1.1,1.1
-46.13839025,7.541551731,1.1,1.1
-46.36913109,7.865336009,1.1,1.1
-46.59965808,8.189283459,1.1,1.1
-46.82988578,8.51344937,1.1,1.1
-47.05925284,8.838184272,1.1,1.1
-47.2869745,9.163976879,1.1,1.1
-47.51226484,9.491316863,1.1,1.1
-47.73433766,9.820693816,1.1,1.1
-47.95240703,10.15259733,1.1,1.1
-48.16568686,10.487517,1.1,1.1
-48.37363415,10.82578894,1.1,1.1
-48.57673732,11.16709836,1.1,1.1
-48.77575828,11.51095757,1.1,1.1
-48.97145895,11.85687905,1.1,1.1
-49.16460138,12.20437512,1.1,1.1
-49.35594743,12.55295817,1.1,1.1
-49.54625845,12.90214107,1.1,1.1
-49.7360743,13.25157601,1.1,1.1
-49.92540733,13.60124763,1.1,1.1
-50.11419268,13.95118911,1.1,1.1
-50.30236554,14.30143354,1.1,1.1
-50.48986104,14.65201418,1.1,1.1
-50.67661444,15.0029642,1.1,1.1
-50.8625609,15.35431669,1.1,1.1
-51.04763557,15.70610492,1.1,1.1
-51.23177363,16.05836189,1.1,1.1
-51.4149103,16.41112095,1.1,1.1
-51.59698068,16.76441526,1.1,1.1
-51.77792008,17.11827785,1.1,1.1
-51.95766358,17.47274197,1.1,1.1
-52.13616496,17.82783124,1.1,1.1
-52.31345963,18.18352753,1.1,1.1
-52.48960558,18.53980116,1.1,1.1
-52.66466065,18.8966223,1.1,1.1
-52.83868276,19.25396144,1.1,1.1
-53.01172982,19.61178881,1.1,1.1
-53.18385975,19.97007467,1.1,1.1
-53.35513038,20.32878942,1.1,1.1
-53.52559973,20.6879033,1.1,1.1
-53.69532561,21.04738665,1.1,1.1
-53.86436596,21.40720978,1.1,1.1
-54.03277868,21.76734303,1.1,1.1
-54.20062162,22.12775663,1.1,1.1
-54.36795285,22.48842092,1.1,1.1
-54.53483005,22.84930621,1.1,1.1
-54.7013113,23.21038284,1.1,1.1
-54.86745443,23.57162112,1.1,1.1
-55.03331744,23.93299132,1.1,1.1
-55.19895809,24.29446374,1.1,1.1
-55.3644343,24.65600872,1.1,1.1
-55.52980406,25.01759657,1.1,1.1
-55.69512529,25.37919764,1.1,1.1
-55.86045583,25.74078216,1.1,1.1
-56.02585351,26.10232045,1.1,1.1
-56.19137642,26.46378285,1.1,1.1
-56.3570823,26.82513968,1.1,1.1
-56.52302917,27.18636118,1.1,1.1
-56.68925735,27.54742643,1.1,1.1
-56.85565625,27.90839,1.1,1.1
-57.02203773,28.26934499,1.1,1.1
-57.18821316,28.63038494,1.1,1.1
-57.35399376,28.99160326,1.1,1.1
-57.51919088,29.3530935,1.1,1.1
-57.68361574,29.71494907,1.1,1.1
-57.84726429,30.07717784,1.1,1.1
-58.01099559,30.43938711,1.1,1.1
-58.17592094,30.8010671,1.1,1.1
-58.34315169,31.16170799,1.1,1.1
-58.51379908,31.52080008,1.1,1.1
-58.68897444,31.87783364,1.1,1.1
-58.86978933,32.23229823,1.1,1.1
-59.05747514,32.5834033,1.1,1.1
-59.25357637,32.92962487,1.1,1.1
-59.45968813,33.2693208,1.1,1.1
-59.67720888,33.60101047,1.1,1.1
-59.90378995,33.9262924,1.1,1.1
-60.13372353,34.24952543,1.1,1.1
-60.361235,34.57512551,1.1,1.1
-60.58352446,34.90518307,1.1,1.1
-60.80232002,35.23824883,1.1,1.1
-61.01972963,35.57257675,1.1,1.1
-61.23786114,35.90642058,1.1,1.1
-61.45882264,36.23803434,1.1,1.1
-61.68472206,36.56567171,1.1,1.1
-61.91730487,36.88788475,1.1,1.1
-62.15656194,37.20466915,1.1,1.1
-62.40195362,37.51645692,1.1,1.1
-62.65294012,37.8236802,1.1,1.1
-62.90898157,38.12677108,1.1,1.1
-63.16953835,38.42616161,1.1,1.1
-63.43407065,38.72228411,1.1,1.1
-63.70203868,39.01557058,1.1,1.1
-63.97290266,39.30645316,1.1,1.1
-64.24612286,39.59536393,1.1,1.1
-64.52115943,39.88273512,1.1,1.1
-64.79747271,40.1689988,1.1,1.1
-65.07452294,40.45458713,1.1,1.1
