time;type;message
1633647935.3562481;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.249s)
1633647935.5993521;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.243s)
1633647935.84155;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.242s)
1633647936.090204;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.249s)
1633647936.353436;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.263s)
1633647936.6266508;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.273s)
1633647936.906207;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.280s)
1633647937.182994;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.277s)
1633647937.4586902;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.276s)
1633647937.7327318;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.274s)
1633647938.003136;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.270s)
1633647938.274657;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.272s)
1633647938.5534499;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.279s)
1633647938.824037;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.271s)
1633647939.0994618;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.275s)
1633647939.37033;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.271s)
1633647939.636501;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.266s)
1633647939.897365;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.261s)
1633647940.148648;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.251s)
1633647940.408264;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.260s)
1633647940.665149;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.257s)
1633647940.931772;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.267s)
1633647941.200135;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.268s)
1633647941.47312;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.273s)
1633647941.725761;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.253s)
1633647942.075597;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.350s)
1633647942.333396;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.258s)
1633647942.380706;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: right, Offset: -1.13m/s)
1633647942.381213;WARNING;Removed action set, since vel constraints were broken! (Action Set: right)
1633647942.590847;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.257s)
1633647942.6369972;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: right, Offset: -1.61m/s)
1633647942.637426;WARNING;Removed action set, since vel constraints were broken! (Action Set: right)
1633647942.8455849;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.255s)
1633647943.101015;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.255s)
1633647943.364685;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.264s)
1633647943.6006908;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.236s)
1633647943.644726;WARNING;Velocity profile generation did not match the inserted boundary conditions! (Action Set: right, Offset: -1.81m/s)
1633647943.64513;WARNING;Removed action set, since vel constraints were broken! (Action Set: right)
1633647943.853;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.252s)
1633647944.084117;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.231s)
1633647944.317347;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.233s)
1633647944.5514;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.234s)
1633647944.7790642;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.228s)
1633647945.0084531;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.229s)
1633647945.233118;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.225s)
1633647945.25197;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647945.457813;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.225s)
1633647945.476025;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647945.691194;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.233s)
1633647945.70961;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647945.920949;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.230s)
1633647945.9384031;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647946.154065;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.233s)
1633647946.172323;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647946.375251;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.221s)
1633647946.392983;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647946.6075048;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.232s)
1633647946.627537;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647946.8417568;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.234s)
1633647946.859498;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647947.076651;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.235s)
1633647947.7177742;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.641s)
1633647948.6172822;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.900s)
1633647948.9128;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.296s)
1633647949.163275;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.250s)
1633647949.4233222;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.260s)
1633647949.673147;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.250s)
1633647950.824842;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 1.152s)
1633647951.082665;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.258s)
1633647951.32987;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.247s)
1633647951.5948548;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.265s)
1633647951.8497002;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.255s)
1633647952.0990279;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.249s)
1633647952.337877;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.239s)
1633647952.584151;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.246s)
1633647952.833632;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.249s)
1633647953.0868511;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.253s)
1633647953.342916;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.256s)
1633647953.59516;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.252s)
1633647953.854558;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.259s)
1633647954.221225;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.367s)
1633647954.476776;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.256s)
1633647954.73701;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.260s)
1633647954.990939;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.254s)
1633647955.243117;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.252s)
1633647955.5035038;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.260s)
1633647955.7590048;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.256s)
1633647956.014972;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.256s)
1633647956.26531;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.250s)
1633647956.4980202;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.233s)
1633647956.7288299;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.231s)
1633647956.962039;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.233s)
1633647957.198076;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.236s)
1633647957.440161;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.242s)
1633647957.682196;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.242s)
1633647957.920587;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.238s)
1633647958.1545868;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.234s)
1633647958.3899362;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.235s)
1633647958.624247;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.234s)
1633647958.860258;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.236s)
1633647959.092819;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.233s)
1633647959.347151;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.254s)
1633647959.6093838;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.262s)
1633647959.859143;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.250s)
1633647960.095878;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.237s)
1633647960.333903;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.238s)
1633647960.579801;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.246s)
1633647960.9154172;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.336s)
1633647961.154457;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.239s)
1633647961.398894;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.244s)
1633647961.6429389;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.244s)
1633647961.897286;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.254s)
1633647962.1583328;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.261s)
1633647962.437779;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.279s)
1633647962.7186391;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.281s)
1633647962.987193;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.269s)
1633647963.257869;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.271s)
1633647963.52615;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.268s)
1633647963.826102;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.300s)
1633647964.098749;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.273s)
1633647964.375932;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.277s)
1633647964.638178;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.262s)
1633647964.9044878;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.266s)
1633647965.151532;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.247s)
1633647965.434291;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.283s)
1633647965.703808;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.270s)
1633647965.967825;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.264s)
1633647966.243274;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.275s)
1633647966.5271301;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.284s)
1633647966.808425;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.281s)
1633647967.0846112;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.276s)
1633647967.324975;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.240s)
1633647967.5651531;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.240s)
1633647967.801263;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.236s)
1633647968.050771;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.250s)
1633647968.292615;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.242s)
1633647968.6153831;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.323s)
1633647968.849298;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.234s)
1633647969.087296;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.238s)
1633647969.3204732;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.233s)
1633647969.5571241;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.237s)
1633647969.795229;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.238s)
1633647970.032608;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.237s)
1633647970.2703948;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.238s)
1633647970.5095448;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.239s)
1633647970.748634;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.239s)
1633647970.987552;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.239s)
1633647971.228797;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.241s)
1633647971.4665952;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.238s)
1633647971.7070389;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.240s)
1633647971.966687;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.260s)
1633647972.229584;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.263s)
1633647972.4932008;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.264s)
1633647972.7703328;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.277s)
1633647973.0416481;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.271s)
1633647973.327987;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.286s)
1633647973.595498;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.268s)
1633647973.8712902;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.276s)
1633647974.155103;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.284s)
1633647974.429064;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.274s)
1633647974.683496;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.254s)
1633647974.9424;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.259s)
1633647975.196105;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.254s)
1633647975.462246;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.266s)
1633647975.724055;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.262s)
1633647976.073626;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.350s)
1633647976.324825;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.251s)
1633647976.5796402;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.255s)
1633647976.835059;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.255s)
1633647977.090572;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.256s)
1633647977.344308;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.254s)
1633647977.61476;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.270s)
1633647977.868343;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.254s)
1633647978.099888;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.232s)
1633647978.328623;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.229s)
1633647978.557454;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.229s)
1633647978.787282;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.230s)
1633647979.012248;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.225s)
1633647979.032533;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647979.240535;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.228s)
1633647979.258832;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647979.465249;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.225s)
1633647979.483498;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647979.701162;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.236s)
1633647979.7199879;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647979.9415;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.240s)
1633647979.9598238;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647980.183383;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.242s)
1633647980.201994;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647980.417502;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.234s)
1633647980.435714;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647980.6580532;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.241s)
1633647980.674856;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647980.899779;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.242s)
1633647980.917792;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647981.133385;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.234s)
1633647981.151314;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647981.36415;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.231s)
1633647981.382895;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647981.605361;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.241s)
1633647981.623738;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647981.831836;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.226s)
1633647981.8501592;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647982.066221;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.234s)
1633647982.29687;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.231s)
1633647982.529827;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.233s)
1633647982.7641;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.234s)
1633647983.0837781;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.320s)
1633647983.3074439;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.224s)
1633647983.542923;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.235s)
1633647983.765295;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.222s)
1633647983.996088;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.231s)
1633647984.220871;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.225s)
1633647984.448499;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.228s)
1633647984.674443;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.226s)
1633647984.904108;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.230s)
1633647985.1290398;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.225s)
1633647985.3626392;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.234s)
1633647985.613466;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.251s)
1633647985.870643;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.257s)
1633647986.117126;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.246s)
1633647986.38357;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.266s)
1633647986.646858;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.263s)
1633647986.912668;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.266s)
1633647987.184406;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.272s)
1633647987.441767;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.257s)
1633647987.704038;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.262s)
1633647987.985739;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.282s)
1633647988.268652;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.283s)
1633647988.542912;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.274s)
1633647988.816195;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.273s)
1633647989.087764;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.272s)
1633647989.3547258;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.267s)
1633647989.61692;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.262s)
1633647989.896138;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.279s)
1633647990.9580119;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 1.062s)
1633647991.5478761;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.590s)
1633647991.832265;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.284s)
1633647992.104846;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.273s)
1633647992.385792;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.281s)
1633647992.658056;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.272s)
1633647992.942838;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.285s)
1633647993.215714;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.273s)
1633647993.4787688;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.263s)
1633647993.7690299;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.290s)
1633647994.038341;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.269s)
1633647994.310689;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.272s)
1633647994.548887;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.238s)
1633647994.797293;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.248s)
1633647994.829826;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647995.0508711;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.254s)
1633647995.0807629;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647995.307877;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.257s)
1633647995.339067;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647995.552556;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.245s)
1633647995.5811021;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647995.804061;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.252s)
1633647995.832159;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
1633647996.050624;WARNING;Warning: One trajectory generation iteration took more than 0.150s (Actual calculation time: 0.247s)
1633647996.077728;WARNING;Too close to object! Entering safety distance... [Follow-Mode]
